127.0.0.1 - - [08/Aug/2024:14:13:05 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [08/Aug/2024:18:08:09 +0900] "GET /HTML5/test/exam01.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:18:08:09 +0900] "GET /HTML5/test/exam01.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:18:08:09 +0900] "GET /HTML5/test/exam01.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:18:08:10 +0900] "GET /HTML5/test/exam01.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:18:08:10 +0900] "GET /HTML5/test/exam01.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:18:08:10 +0900] "GET /HTML5/test/exam01.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:18:08:27 +0900] "GET /HTML5/test/exam01.html HTTP/1.1" 200 947
0:0:0:0:0:0:0:1 - - [08/Aug/2024:18:08:27 +0900] "GET /HTML5/test/exam01.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:18:08:27 +0900] "GET /HTML5/test/exam01.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:18:08:31 +0900] "GET /HTML5/test/exam01.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:18:08:32 +0900] "GET /HTML5/test/exam01.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:18:08:32 +0900] "GET /HTML5/test/exam01.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:18:08:32 +0900] "GET /HTML5/test/exam01.html HTTP/1.1" 200 946
0:0:0:0:0:0:0:1 - - [08/Aug/2024:18:08:32 +0900] "GET /HTML5/test/exam01.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:18:08:32 +0900] "GET /HTML5/test/exam01.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:18:08:32 +0900] "GET /HTML5/test/exam01.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:18:08:38 +0900] "GET /HTML5/test/exam01.html HTTP/1.1" 200 947
0:0:0:0:0:0:0:1 - - [08/Aug/2024:18:08:38 +0900] "GET /HTML5/test/exam01.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:18:08:38 +0900] "GET /HTML5/test/exam01.html HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2024:18:14:38 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [08/Aug/2024:18:14:40 +0900] "GET /board/HTML5/boardmain.html HTTP/1.1" 200 219
0:0:0:0:0:0:0:1 - - [08/Aug/2024:18:14:40 +0900] "GET /board/image/%EA%B2%8C%EC%8B%9C%ED%8C%90%20%ED%91%9C%EC%A7%80.png HTTP/1.1" 200 1676
0:0:0:0:0:0:0:1 - - [08/Aug/2024:18:14:40 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [08/Aug/2024:18:16:25 +0900] "GET /board/HTML5/boardmain.html HTTP/1.1" 200 245
0:0:0:0:0:0:0:1 - - [08/Aug/2024:18:16:25 +0900] "GET /board/image/%EA%B2%8C%EC%8B%9C%ED%8C%90%20%ED%91%9C%EC%A7%80.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:18:16:25 +0900] "GET /favicon.ico HTTP/1.1" 404 818
